building_type,osmid,coord,distance,rise,fall
amenity_school,W429942854,"(-2.1567541, -79.92690470000001)",0.0,0,0
amenity_place_of_worship,W430635393,"(-2.1558162, -79.92720365000001)",154.031,0,0
