building_type,osmid,coord,distance,rise,fall
tourism_hostel,W431278936,"(-2.191425274012213, -79.88726192433924)",189.127,0,0
amenity_place_of_worship,N8958186754,"(-2.1917749, -79.8868649)",255.112,0,0
