building_type,osmid,coord,distance,rise,fall
amenity_school,N4333928602,"(-2.1880623, -79.8960667)",80.393,0,0
amenity_school,N4333864806,"(-2.1894083, -79.8967762)",111.833,0,0
amenity_place_of_worship,W432241698,"(-2.1887139835885447, -79.89484024667416)",181.801,0,0
amenity_school,W433148467,"(-2.1899708976327923, -79.89742949184662)",259.77,0,0
amenity_school,W434573360,"(-2.1896616655097745, -79.8959874976336)",262.951,0,0
amenity_school,N4333928601,"(-2.189214, -79.8954975)",274.802,0,0
