building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,W52534505,"(-2.1969825616708993, -79.91320388817655)",278.938,0,0
amenity_school,W52534504,"(-2.198155311760493, -79.91423511985194)",279.137,0,0
