building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,N5862642851,"(-2.1946564, -79.8843587)",172.291,0,0
amenity_place_of_worship,W206891061,"(-2.19453502442003, -79.88410005340822)",172.291,0,0
amenity_place_of_worship,N5862650124,"(-2.1947876, -79.8838889)",225.76600000000002,0,0
