building_type,osmid,coord,distance,rise,fall
amenity_school,N6845367689,"(-2.1682412, -79.8948105)",257.77599999999995,0,0
tourism_hostel,W550785784,"(-2.1706087106244807, -79.89599097349115)",277.637,0,0
