building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,N6058876587,"(-2.0538756, -79.9586106)",120.029,0,0
amenity_school,W1235082482,"(-2.056402936675365, -79.95937525101135)",148.045,0,0
amenity_school,W1235092931,"(-2.053856707870092, -79.95913624013423)",229.19799999999998,0,0
