building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,N8958186754,"(-2.1917749, -79.8868649)",183.849,0,0
tourism_hostel,W431278936,"(-2.191425274012213, -79.88726192433924)",254.70999999999998,0,0
tourism_hostel,W431252215,"(-2.1952727285506852, -79.88688624418967)",265.719,0,0
