building_type,osmid,coord,distance,rise,fall
tourism_hostel,W550785784,"(-2.1706087106244807, -79.89599097349115)",121.94900000000001,0,0
amenity_school,N6845367689,"(-2.1682412, -79.8948105)",161.94,0,0
