building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,N5593554130,"(-2.0734044, -79.9275823)",201.03099999999998,0,0
amenity_place_of_worship,W430638817,"(-2.074921912558375, -79.92808525461842)",241.647,0,0
