building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,N5894238691,"(-2.2805527, -79.873954)",258.46299999999997,0,0
amenity_community_centre,N5894238688,"(-2.2800058, -79.8754792)",296.086,0,0
