building_type,osmid,coord,distance,rise,fall
tourism_hostel,N4704040390,"(-2.1604021, -79.9135641)",0.0,0,0
amenity_school,W1332069400,"(-2.161710161382593, -79.91232065455391)",224.44099999999997,0,0
amenity_school,N5987080299,"(-2.1611973, -79.9146372)",246.26999999999998,0,0
