building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,W373091912,"(-2.167695850000001, -79.91770275)",254.02800000000002,0,0
amenity_school,W35426280,"(-2.1706729868683334, -79.91955947435768)",291.187,0,0
