building_type,osmid,coord,distance,rise,fall
tourism_hostel,W550785784,"(-2.1706087106244807, -79.89599097349115)",72.866,0,0
amenity_school,N6845367689,"(-2.1682412, -79.8948105)",222.21499999999997,0,0
tourism_hostel,W430617224,"(-2.170927151803193, -79.89608072102111)",287.7,0,0
