building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,N9550207290,"(-2.118206, -80.0153218)",216.13800000000003,0,0
amenity_place_of_worship,W1211892975,"(-2.11825315, -80.01531440000001)",216.13800000000003,0,0
