building_type,osmid,coord,distance,rise,fall
amenity_school,N4333928602,"(-2.1880623, -79.8960667)",135.065,0,0
amenity_school,N4333928493,"(-2.1864673, -79.8944085)",221.4,0,0
amenity_place_of_worship,W432241698,"(-2.1887139835885447, -79.89484024667416)",229.263,0,0
