building_type,osmid,coord,distance,rise,fall
amenity_school,W781514134,"(43.78063892633696, 11.318898557127785)",0.0,0,0
amenity_place_of_worship,W305689921,"(43.78273105765673, 11.321242599916037)",254.76099999999997,0,0
