building_type,osmid,coord,distance,rise,fall
amenity_school,W781511797,"(43.7489394472828, 11.247150131099492)",0.0,0,0
amenity_place_of_worship,W389519611,"(43.74954741735513, 11.248200465084922)",236.85500000000002,0,0
