building_type,osmid,coord,distance,rise,fall
amenity_school,N7251617824,"(43.7579885, 11.2848589)",88.025,0,0
amenity_school,N7251617859,"(43.7575197, 11.2846979)",149.127,0,0
amenity_place_of_worship,W273658839,"(43.7590125788257, 11.283840295073968)",263.268,0,0
amenity_school,W777163150,"(43.757376148384445, 11.284962225583712)",287.752,0,0
