building_type,osmid,coord,distance,rise,fall
amenity_school,R1610042,"(43.790659204873506, 11.231979878225506)",115.653,0,0
amenity_school,W771692152,"(43.79066060117639, 11.232038837873494)",163.05700000000002,0,0
