building_type,osmid,coord,distance,rise,fall
amenity_school,W781285137,"(43.73879238160107, 11.229299294277979)",0.0,0,0
amenity_place_of_worship,W305954407,"(43.737629537142645, 11.230412367924234)",220.957,0,0
