building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,W305675331,"(43.770276075923626, 11.214917616506844)",282.18899999999996,0,0
amenity_place_of_worship,W305675335,"(43.770459863109956, 11.215459642342948)",282.18899999999996,0,0
