building_type,osmid,coord,distance,rise,fall
amenity_school,W83491247,"(43.79959748708274, 11.244987149867292)",206.64399999999998,0,0
amenity_school,R1576640,"(43.79868020047376, 11.244024114756877)",220.369,0,0
