building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,W305870459,"(43.791456970542995, 11.269100904747539)",179.76700000000002,0,0
amenity_school,N1135816958,"(43.7941856, 11.2717283)",231.516,0,0
amenity_place_of_worship,W305870422,"(43.794378349999995, 11.27198845)",231.516,0,0
