building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,W306219386,"(43.79720799623003, 11.19661032559108)",231.26600000000002,0,0
amenity_school,W780639804,"(43.797690086732025, 11.192907240141135)",282.406,0,0
amenity_place_of_worship,W306219390,"(43.7972745272533, 11.19734051297301)",298.175,0,0
