building_type,osmid,coord,distance,rise,fall
amenity_place_of_worship,W306523292,"(43.778937291618895, 11.195093613963932)",40.190000000000005,0,0
amenity_school,W612008780,"(43.77940582612877, 11.194671161486147)",46.441,0,0
amenity_place_of_worship,W461721836,"(43.778629276306496, 11.19536744979209)",143.567,0,0
amenity_place_of_worship,W306523267,"(43.777886949999996, 11.192394199999999)",283.42900000000003,0,0
