territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",221.44,0.49999999995539923,4.499999999965308
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",269.281,2.4999999999108056,3.4999999999405347
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",417.692,18.4999999999009,3.99999999992567
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",442.981,2.4999999999306226,2.4999999999653078
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",562.1850000000001,12.500000000084233,12.500000000084233
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",633.0259999999998,15.999999999920714,2.4999999999653078
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",660.91,16.49999999997027,9.500000000039638
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",717.955,15.000000000014861,14.000000000054502
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",823.594,19.000000000044597,9.500000000069374
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",911.51,23.500000000074333,9.500000000069381
