territory,building_type,osmid,coord,distance,rise,fall
Uribarri,tourism_hostel,N5552087740,"(43.2595488, -2.9125486)",66.583,0.0,14.500000000029758
Otxarkoaga-Txurdinaga,amenity_place_of_worship,W115272112,"(43.25771305385451, -2.911064522003883)",242.07999999999998,4.500000000024784,12.000000000084256
Begona,amenity_place_of_worship,W28463782,"(43.258742002354, -2.9137569131998373)",256.264,8.999999999995083,31.999999999980247
Otxarkoaga-Txurdinaga,amenity_school,W302866212,"(43.26113539778884, -2.9098367963201803)",302.118,18.499999999910784,0.0
Otxarkoaga-Txurdinaga,amenity_place_of_worship,N10265549875,"(43.2563979, -2.9104282)",391.14099999999996,4.500000000024784,30.500000000099135
Uribarri,amenity_place_of_worship,N620032721,"(43.2631793, -2.9120957)",481.181,12.499999999920732,0.9999999999306795
Otxarkoaga-Txurdinaga,amenity_school,W386846757,"(43.259803308053115, -2.90955434034172)",507.05499999999995,21.000000000064432,27.000000000084256
Otxarkoaga-Txurdinaga,amenity_school,N2280741197,"(43.2556644, -2.9098373)",542.835,4.500000000064432,35.000000000128864
Begona,amenity_place_of_worship,N1892943135,"(43.2558594, -2.9132959)",588.3770000000001,12.999999999990152,52.50000000006945
Otxarkoaga-Txurdinaga,railway_subway_entrance,N4060532216,"(43.2579448, -2.9067392)",612.1789999999999,11.000000000044622,35.000000000049596
Begona,railway_subway_entrance,N482482839,"(43.2554699, -2.9131365)",612.2019999999999,4.500000000024812,39.00000000009916
Otxarkoaga-Txurdinaga,railway_subway_entrance,N4060532215,"(43.2595093, -2.9078566)",615.985,28.500000000099092,40.50000000011893
Otxarkoaga-Txurdinaga,amenity_school,W185282104,"(43.260141390243255, -2.9072056253542877)",692.504,34.50000000009416,34.500000000118945
Otxarkoaga-Txurdinaga,railway_subway_entrance,N4060532212,"(43.2586207, -2.9062238)",703.4559999999999,20.500000000069406,35.000000000049596
Ibaiondo,amenity_place_of_worship,N603714638,"(43.2567944, -2.9151798)",862.4870000000001,21.50000000001492,74.50000000008431
