territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",240.052,13.499999999970273,2.500000000029731
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",297.097,12.000000000014863,7.000000000044595
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",402.736,16.0000000000446,2.500000000059467
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",448.445,8.000000000019822,8.000000000019822
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",469.8960000000001,11.500000000054508,7.500000000044599
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",471.519,5.000000000064423,2.0000000000842437
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",490.652,20.500000000074337,2.500000000059474
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",619.9300000000001,21.00000000005452,2.500000000069379
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",648.1680000000001,12.000000000039643,8.00000000006442
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",664.637,18.000000000019824,2.5000000000297344
