territory,building_type,osmid,coord,distance,rise,fall
Uribarri,amenity_school,W248854824,"(43.26890731500322, -2.9295231778617388)",180.10000000000002,2.9999999999603784,3.499999999905901
Uribarri,building_public,W111403022,"(43.269197323467445, -2.9296386331523383)",220.962,8.000000000009909,7.105427357601002e-15
Uribarri,amenity_place_of_worship,W302874410,"(43.26887698296196, -2.9276513356413907)",429.228,9.500000000034664,1.499999999940563
Abando,tourism_museum,W118499485,"(43.26862252728244, -2.9337727987966793)",459.305,7.00000000005448,10.999999999965333
Deusto,amenity_place_of_worship,N10585141905,"(43.2704473, -2.9376418)",485.923,23.500000000054477,21.499999999965326
Deusto,amenity_place_of_worship,N10585123305,"(43.2710612, -2.9375073)",491.268,39.999999999965326,21.499999999965326
Abando,amenity_school,W248854014,"(43.26698201722371, -2.9322275255777)",501.45099999999996,34.00000000020803,17.50000000004954
Abando,tourism_hostel,N4534865592,"(43.2669773, -2.9315768)",510.43399999999997,34.00000000020803,17.50000000004954
Uribarri,railway_subway_entrance,N5316602475,"(43.268795, -2.9260197)",536.875,40.5000000001684,28.500000000113918
Uribarri,railway_subway_entrance,N5316602476,"(43.2686847, -2.9260049)",557.933,40.5000000001684,28.500000000113918
Uribarri,building_train_station,W123440604,"(43.26872494896904, -2.9260301349397224)",557.933,40.5000000001684,28.500000000113918
Uribarri,amenity_police,W185207502,"(43.2709757152328, -2.9296242042266636)",571.0029999999999,82.50000000017829,53.000000000143615
Uribarri,amenity_place_of_worship,W921796689,"(43.26976245924279, -2.926139445224046)",605.2840000000001,41.00000000009905,17.500000000039613
Uribarri,amenity_community_centre,W305271005,"(43.270738722696414, -2.925986104858365)",631.9979999999999,48.000000000000014,6.500000000009914
Abando,amenity_library,W174783437,"(43.26829664839782, -2.936934375366023)",634.6279999999999,18.500000000074294,28.500000000009912
Uribarri,amenity_school,W366043792,"(43.273305835815265, -2.933150779060532)",1296.2410000000002,164.49999999997527,36.999999999920774
