territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",201.22699999999998,8.00000000008919,2.5000000000198206
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",357.088,10.000000000044597,1.4999999999950475
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",422.768,10.000000000064414,0.5000000000198206
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",423.87200000000007,12.500000000084233,3.0000000000049543
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",505.499,26.000000000034692,1.999999999980183
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",533.0790000000001,19.99999999999009,3.4999999999801794
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",590.1239999999999,18.50000000003468,7.999999999995044
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",612.8129999999999,23.500000000054506,0.5000000000198206
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",695.7630000000001,22.500000000064418,3.5000000000099156
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",783.6790000000001,27.000000000094154,3.5000000000099227
