territory,building_type,osmid,coord,distance,rise,fall
Uribarri,railway_subway_entrance,N4060532213,"(43.2677621, -2.9195766)",94.957,0.0,4.9999999999653255
Uribarri,railway_subway_entrance,N4060532223,"(43.2681579, -2.9203559)",164.003,1.4210854715202004e-14,10.499999999891031
Uribarri,railway_subway_entrance,N5302324517,"(43.2668121, -2.9208691)",227.14600000000002,0.0,25.999999999930644
Uribarri,amenity_school,W123440601,"(43.26650910693881, -2.92105747075796)",258.675,0.0,28.999999999861302
Uribarri,railway_subway_entrance,N4060532221,"(43.2670957, -2.9213161)",267.963,0.0,25.99999999993065
Uribarri,railway_subway_entrance,N4060532222,"(43.2665934, -2.9180824)",272.137,7.999999999980162,15.999999999905867
Uribarri,railway_subway_entrance,N4508853267,"(43.2655628, -2.9205809)",362.157,0.0,38.49999999998019
Uribarri,amenity_school,W476184022,"(43.26663423116968, -2.9156067047203797)",417.7709999999999,21.000000000099078,23.00000000003962
Uribarri,amenity_school,W248855598,"(43.26587076133516, -2.923202179569874)",514.667,0.0,42.99999999990093
Uribarri,amenity_place_of_worship,N6178510177,"(43.2644773, -2.9159313)",542.903,6.000000000024784,23.99999999999507
Uribarri,railway_subway_entrance,N4523538788,"(43.2689464, -2.925084)",684.4989999999999,26.50000000005449,72.00000000001485
