territory,building_type,osmid,coord,distance,rise,fall
Deusto,amenity_theatre,N10313700309,"(43.2696477, -2.9426557)",100.96000000000001,1.4999999999752376,6.0000000000049525
Deusto,amenity_school,W185206614,"(43.270374325567914, -2.9405683012120356)",194.69400000000002,4.440892098500626e-16,14.0000000000941
Deusto,amenity_place_of_worship,N10585141905,"(43.2704473, -2.9376418)",470.737,9.50000000011887,14.00000000015849
Deusto,amenity_place_of_worship,W112164512,"(43.272432347664996, -2.945613879322651)",486.37299999999993,9.999999999910862,4.000000000049528
Deusto,amenity_community_centre,N12035542894,"(43.2692724, -2.9469505)",521.533,3.4999999999900986,13.500000000019813
Deusto,amenity_place_of_worship,N10585123305,"(43.2710612, -2.9375073)",595.989,30.000000000014865,18.000000000143636
Deusto,tourism_hostel,N11975964770,"(43.2722749, -2.9467999)",596.6139999999999,14.999999999930672,4.000000000049525
Abando,shop_mall,W171882527,"(43.26787786483111, -2.940565564584242)",669.576,1.9999999999801887,18.49999999999009
Abando,amenity_library,W174783437,"(43.26829664839782, -2.936934375366023)",723.603,13.500000000039625,30.00000000010401
Abando,building_public,W174088302,"(43.268486680006, -2.937820626938481)",724.1560000000001,15.000000000079249,30.00000000010401
Abando,amenity_theatre,W174088299,"(43.2669918179244, -2.9442825851041095)",886.7690000000001,17.000000000034685,17.50000000001486
