territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",57.438,0.0,2.5000000000198206
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",316.42,4.499999999995044,3.000000000039641
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",406.425,2.4999999999108056,1.9999999999504467
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",408.53999999999996,11.500000000054504,10.000000000064416
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",506.465,17.999999999985135,3.000000000039641
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",517.7470000000001,18.999999999960362,10.500000000039641
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",554.836,18.4999999999009,2.499999999935582
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",574.792,17.500000000004952,15.000000000054506
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",680.431,21.50000000003469,10.500000000069377
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",768.347,26.000000000064425,10.500000000069384
