territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",184.084,0.49999999995539923,2.5000000000198206
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",279.779,2.4999999999108056,1.4999999999950475
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",405.625,2.4999999999306226,0.5000000000198206
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",428.19000000000005,18.4999999999009,1.999999999980183
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",524.8290000000001,12.500000000084233,10.500000000138746
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",595.6699999999998,15.999999999920714,0.5000000000198206
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",634.036,19.99999999999009,11.000000000113971
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",691.081,18.50000000003468,15.500000000128836
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",796.72,22.500000000064418,11.000000000143707
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",884.636,27.000000000094154,11.000000000143714
