territory,building_type,osmid,coord,distance,rise,fall
Uribarri,amenity_school,W421480310,"(43.271711224908586, -2.914520389183935)",116.56099999999999,0.0,4.500000000004945
Uribarri,building_public,W162445376,"(43.273080655467695, -2.9178267306692462)",468.136,11.999999999965326,4.500000000004974
Uribarri,building_public,W162445381,"(43.27320069223098, -2.9188288684242503)",614.457,8.000000000034731,5.4999999999406555
Uribarri,building_public,W162445382,"(43.27365287653539, -2.918721467738693)",614.457,8.000000000034731,5.4999999999406555
