territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",152.796,7.000000000059462,2.5000000000198206
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",336.741,11.500000000054504,3.0000000000049543
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",411.77799999999996,11.500000000054506,3.000000000039641
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",444.773,10.000000000044597,2.5000000000247766
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",445.9480000000001,18.999999999960362,3.4999999999801794
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",502.99300000000005,17.500000000004952,7.999999999995044
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",593.1840000000001,26.000000000034692,3.000000000009912
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",601.8229999999999,25.000000000044597,3.000000000039641
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",608.6320000000001,21.50000000003469,3.5000000000099156
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",696.548,26.000000000064425,3.5000000000099227
