territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",208.45000000000002,0.0,2.0000000000891838
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",344.43100000000004,2.5000000000743263,2.00000000011892
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",356.64700000000005,0.0,8.000000000059458
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",425.03299999999996,5.000000000079272,3.0000000000891838
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",430.8330000000001,7.000000000074323,2.0000000000891873
Uribarri,N/A,W248634544,"(43.26459250062579, -2.9231745754982787)",443.4440000000001,11.499999999980185,20.000000000069363
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",508.06,6.000000000143679,3.500000000183313
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",615.095,8.00000000001982,21.000000000049546
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",617.282,10.000000000247724,8.50000000026754
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",636.546,11.500000000054506,20.500000000074323
