territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",343.93899999999996,14.500000000054499,3.552713678800501e-15
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",510.70900000000006,20.00000000013377,2.5000000000842277
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",525.241,19.0000000002378,8.500000000262578
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",533.8580000000001,17.500000000108994,2.5000000000842206
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",582.1210000000001,20.00000000013377,7.000000000113957
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",643.697,21.50000000021304,7.500000000168448
Uribarri,N/A,W248634544,"(43.26459250062579, -2.9231745754982787)",672.896,15.00000000005945,11.00000000008422
Abando,N/A,N4731925117,"(43.2661842, -2.9329433)",686.8019999999999,25.500000000148614,13.000000000089173
Uribarri,N/A,N9607363904,"(43.2682033, -2.9265437)",779.462,16.50000000001982,14.500000000024773
Uribarri,N/A,W123440604,"(43.26872494896904, -2.9260301349397224)",843.323,21.50000000000001,14.500000000024773
