territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",0.0,0.0,0.0
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",168.506,5.9999999999702744,0.0
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",235.27000000000004,8.500000000044597,2.973266077788139e-11
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",323.18600000000004,13.000000000074333,2.9739766205238993e-11
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",517.3539999999999,12.500000000034685,17.500000000004952
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",532.478,10.500000000019824,0.0
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",538.8050000000001,16.00000000006937,17.00000000002973
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",585.236,14.500000000153609,5.0000000001139675
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",717.077,16.500000000054506,17.50000000004955
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",765.828,12.000000000109019,14.000000000099107
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",914.2389999999999,28.000000000099114,14.500000000084242
