territory,building_type,osmid,coord,distance,rise,fall
Uribarri,amenity_school,W185282106,"(43.26352870570346, -2.908070959437656)",75.161,0.0,15.999999999940542
Otxarkoaga-Txurdinaga,amenity_community_centre,W386847400,"(43.26560640049439, -2.906940411091095)",215.633,21.500000000014893,0.0
Uribarri,amenity_place_of_worship,N620032721,"(43.2631793, -2.9120957)",462.89099999999996,8.000000000113971,77.50000000006443
Otxarkoaga-Txurdinaga,amenity_school,W302866212,"(43.26113539778884, -2.9098367963201803)",495.592,0.0,62.50000000002973
Uribarri,amenity_place_of_worship,N610953374,"(43.2654928, -2.9109833)",662.9339999999999,35.00000000022294,112.00000000028732
Otxarkoaga-Txurdinaga,amenity_school,W386846757,"(43.259803308053115, -2.90955434034172)",750.473,2.842170943040401e-14,86.99999999996037
Otxarkoaga-Txurdinaga,railway_subway_entrance,N4060532215,"(43.2595093, -2.9078566)",772.5189999999998,0.0,92.99999999996035
Uribarri,amenity_school,W48052362,"(43.26640023315709, -2.9103926848917308)",778.6289999999999,59.00000000017337,112.00000000028732
Otxarkoaga-Txurdinaga,amenity_school,W185282104,"(43.260141390243255, -2.9072056253542877)",780.7759999999998,5.999999999995055,86.99999999996035
Otxarkoaga-Txurdinaga,amenity_school,W201506083,"(43.261342946121154, -2.905647601969728)",942.9659999999999,1.0000000001139853,78.00000000005946
Otxarkoaga-Txurdinaga,tourism_hostel,N12051758935,"(43.2600409, -2.9052972)",971.4019999999997,9.000000000039648,94.0
Otxarkoaga-Txurdinaga,amenity_police,W620854409,"(43.25937163926618, -2.904349466137311)",992.9649999999997,9.500000000049567,94.0
Otxarkoaga-Txurdinaga,amenity_school,W201506082,"(43.262555357753975, -2.9054812365975407)",1177.084,37.99999999996038,96.99999999982165
