territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",137.726,0.0,0.49999999999504396
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",222.433,11.000000000079279,7.500000000064414
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",271.707,4.0,0.5000000000198206
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",388.32500000000005,18.49999999998514,8.000000000039641
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",445.37,17.00000000002973,12.500000000054506
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",461.7519999999999,17.49999999999009,0.5000000000198206
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",551.009,21.000000000059465,8.000000000069377
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",601.589,4.999999999930626,2.4999999999454907
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",638.925,25.5000000000892,8.000000000069384
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",706.532,21.000000000049564,3.000000000059469
