territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",217.975,3.0000000000297327,4.50000000002478
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",270.182,7.00000000000496,5.500000000019828
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",317.412,3.0000000000297327,0.5000000000495568
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",362.956,17.000000000019828,2.973621349156019e-11
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",507.45699999999994,16.500000000019824,0.5000000000495568
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",548.0849999999999,3.5000000000396447,1.0000000000247837
Ibaiondo,N/A,W375390416,"(43.25296603590128, -2.923187807157419)",577.192,14.50000000012886,10.000000000138769
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",678.2839999999999,21.999999999990095,12.5000000000446
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",735.3289999999998,20.500000000034685,17.000000000059465
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",840.9679999999998,24.50000000006442,12.500000000074337
Ibaiondo,N/A,W376396126,"(43.25272399169551, -2.925878746109151)",863.079,31.000000000034706,19.00000000008427
