territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",46.824000000000005,0.0,4.5000000000148646
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",121.68199999999999,1.49999999995541,0.0
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",188.446,4.000000000029733,2.973266077788139e-11
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",276.362,8.500000000059469,2.9739766205238993e-11
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",470.53,8.00000000001982,17.500000000004952
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",485.65399999999994,6.00000000000496,0.0
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",491.9810000000001,11.500000000054506,17.00000000002973
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",538.412,10.000000000138744,5.0000000001139675
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",670.253,12.000000000039641,17.50000000004955
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",719.004,7.500000000094154,14.000000000099107
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",867.415,23.50000000008425,14.500000000084242
