territory,building_type,osmid,coord,distance,rise,fall
Errekalde,amenity_place_of_worship,N8894270302,"(43.2542534, -2.9466821)",154.53199999999998,3.0000000000594724,7.105427357601002e-15
Errekalde,amenity_community_centre,N4896680970,"(43.2536856, -2.9454718)",176.277,8.500000000089216,0.49999999999009503
Basurtu-Zorrotza,amenity_place_of_worship,R11227990,"(43.25576330060649, -2.947366226912851)",244.288,4.000000000094161,2.0000000000247837
Errekalde,railway_subway_entrance,N4541084182,"(43.2547373, -2.9438461)",282.568,8.500000000089216,12.500000000074351
Errekalde,building_train_station,W111740255,"(43.25465516232399, -2.943640524057168)",282.568,8.500000000089216,12.500000000074351
Basurtu-Zorrotza,amenity_library,N10313715009,"(43.2567015, -2.9490922)",403.392,10.000000000148674,3.0000000000792966
Basurtu-Zorrotza,amenity_police,W408633232,"(43.2565796201018, -2.9493267089254327)",403.392,10.000000000148674,3.0000000000792966
Errekalde,railway_subway_entrance,N4541079485,"(43.2540911, -2.9419025)",459.672,9.500000000163553,12.500000000074351
Errekalde,amenity_school,W388280876,"(43.25316084419019, -2.9493565790141965)",480.47599999999994,26.00000000010904,1.4210854715202004e-14
Abando,building_train_station,W41584747,"(43.25823481651728, -2.946006178624259)",488.098,6.500000000138776,8.50000000010408
Errekalde,amenity_school,W138709160,"(43.2507197898228, -2.945235337346584)",526.323,13.500000000074358,1.4999999999504539
Abando,tourism_hostel,N5056378492,"(43.2581798, -2.9439545)",600.4750000000001,7.500000000178417,8.500000000118945
