territory,building_type,osmid,coord,distance,rise,fall
Errekalde,amenity_community_centre,N4896680970,"(43.2536856, -2.9454718)",210.92000000000002,4.500000000054527,0.0
Errekalde,amenity_school,W138709160,"(43.2507197898228, -2.945235337346584)",257.33700000000005,9.50000000003967,0.9999999999603588
Errekalde,railway_subway_entrance,N4541084182,"(43.2547373, -2.9438461)",359.36499999999995,5.500000000009912,13.000000000039641
Errekalde,building_train_station,W111740255,"(43.25465516232399, -2.943640524057168)",359.36499999999995,5.500000000009912,13.000000000039641
Errekalde,amenity_place_of_worship,N8894270302,"(43.2542534, -2.9466821)",399.08400000000006,9.00000000005948,9.500000000044608
Errekalde,railway_subway_entrance,N4541079485,"(43.2540911, -2.9419025)",503.473,0.5000000000099192,6.999999999965311
Errekalde,amenity_school,W388280876,"(43.25316084419019, -2.9493565790141965)",539.781,22.50000000007931,1.4878764886816498e-11
Errekalde,amenity_community_centre,N5702888919,"(43.2532538, -2.9385299)",550.844,10.500000000109047,10.000000000019824
Basurtu-Zorrotza,amenity_place_of_worship,R11227990,"(43.25576330060649, -2.947366226912851)",552.4,8.000000000114,9.500000000089216
Errekalde,amenity_school,W331883965,"(43.25126608491348, -2.9388108819696117)",582.622,12.50000000000992,4.4999999999851354
Errekalde,amenity_school,W302863499,"(43.249161518689874, -2.9419338912957236)",623.199,32.500000000059494,3.9669600937486393e-11
