territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",136.703,3.000000000029729,4.499999999995044
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",236.14,3.000000000029729,0.5000000000198206
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",373.584,8.500000000024782,7.000000000009917
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",426.1849999999999,16.50000000001982,0.5000000000198206
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",466.35800000000006,18.50000000003965,1.500000000019826
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",466.813,3.500000000039641,0.9999999999950475
Ibaiondo,N/A,W375390416,"(43.25296603590128, -2.923187807157419)",592.331,13.500000000138769,9.000000000118945
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",597.012,21.99999999999009,12.500000000014865
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",654.0569999999999,20.50000000003468,17.00000000002973
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",759.6959999999999,24.500000000064418,12.5000000000446
