territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",34.565,0.0,3.552713678800501e-15
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",170.54600000000002,2.5000000000743263,2.9739766205238993e-11
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",182.762,0.0,5.999999999970278
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",256.948,7.000000000074323,7.105427357601002e-15
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",394.67699999999996,4.500000000049546,0.0
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",494.8739999999999,8.00000000001982,18.999999999960366
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",503.899,8.500000000153591,5.000000000084228
Uribarri,N/A,W248634544,"(43.26459250062579, -2.9231745754982787)",510.201,13.500000000069365,20.000000000069363
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",516.325,11.500000000054506,18.499999999985143
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",538.5609999999998,9.500000000188269,5.500000000109001
