territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",89.828,0.0,2.0000000000891838
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",225.809,2.5000000000743263,2.00000000011892
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",238.025,0.0,8.000000000059458
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",312.211,7.000000000074323,2.0000000000891873
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",449.93999999999994,4.500000000049546,2.00000000008918
Uribarri,N/A,W248634544,"(43.26459250062579, -2.9231745754982787)",454.938,11.499999999980185,20.000000000069363
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",498.5459999999999,7.500000000099089,5.500000000109001
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",550.137,8.00000000001982,21.000000000049546
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",559.1619999999999,8.500000000153591,7.000000000173408
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",571.588,11.500000000054506,20.500000000074323
