territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,N4761972760,"(43.2642641, -2.9429738)",108.486,1.9999999999900915,3.552713678800501e-15
Abando,N/A,N4762096882,"(43.2634, -2.9433546)",232.986,6.000000000019817,3.552713678800501e-15
Abando,N/A,N518227646,"(43.2661789, -2.9463066)",375.83099999999996,6.217248937900877e-15,15.000000000004963
Abando,N/A,W171882527,"(43.26787786483111, -2.940565564584242)",383.19399999999996,4.956923760346399e-12,18.49999999997029
Abando,N/A,W28211432,"(43.26554608054959, -2.93803822151696)",496.88,6.000000000039634,10.500000000029729
