territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,amenity_school,N4757644627,"(43.2481224, -2.9325122)",155.407,2.9999999999603233,0.0
Ibaiondo,amenity_place_of_worship,N4757644648,"(43.2483414, -2.9337821)",155.407,2.9999999999603233,0.0
Ibaiondo,amenity_school,W53764581,"(43.24903243466212, -2.9317237114605668)",404.64700000000005,2.9999999999603375,13.499999999980176
Ibaiondo,amenity_school,W302250302,"(43.251633315829835, -2.933294527060253)",553.8,2.9999999999603233,18.000000000014865
Ibaiondo,amenity_school,W53668485,"(43.248961862530635, -2.930066135495643)",562.7690000000001,2.9999999999603375,15.499999999985121
Ibaiondo,amenity_place_of_worship,N1048012605,"(43.2484729, -2.9338091)",562.797,10.4999999999405,12.499999999955378
Errekalde,amenity_library,N10571583809,"(43.251039, -2.9352232)",653.9599999999999,4.499999999994998,22.0000000000297
Ibaiondo,building_train_station,W53663165,"(43.25037057733663, -2.9304763387603403)",692.1270000000001,4.9999999999058105,21.499999999900865
Ibaiondo,railway_subway_entrance,N4904749312,"(43.2502989, -2.9305713)",699.134,4.9999999999058105,21.499999999900865
Errekalde,amenity_school,W165462102,"(43.245592158361845, -2.9342422839261544)",843.3330000000001,28.50000000000992,14.000000000034703
Errekalde,amenity_place_of_worship,W146669294,"(43.25265959697768, -2.9348678024342023)",866.5989999999998,4.99999999999504,23.999999999980176
Errekalde,amenity_school,W331883965,"(43.25126608491348, -2.9388108819696117)",867.986,5.500000000004945,40.500000000019824
