territory,building_type,osmid,coord,distance,rise,fall
Errekalde,amenity_place_of_worship,W146669294,"(43.25265959697768, -2.9348678024342023)",0.0,0.0,0.0
Errekalde,amenity_library,N10571583809,"(43.251039, -2.9352232)",340.90000000000003,5.50000000000496,4.000000000054527
Errekalde,amenity_school,W146669288,"(43.25526346281122, -2.933798192832977)",350.376,1.5000000001040732,14.000000000069392
Errekalde,amenity_community_centre,N5702888919,"(43.2532538, -2.9385299)",353.4409999999999,14.500000000128864,38.00000000009417
Ibaiondo,amenity_school,W302250302,"(43.251633315829835, -2.933294527060253)",372.572,6.499999999990095,2.500000000059501
Errekalde,amenity_school,W331883965,"(43.25126608491348, -2.9388108819696117)",398.749,1.0000000000099192,17.000000000039662
Ibaiondo,amenity_library,N11229801356,"(43.2538282, -2.9319814)",405.697,4.500000000079304,12.000000000019831
Ibaiondo,amenity_place_of_worship,W301583287,"(43.25418140212627, -2.9324946957341824)",418.163,4.500000000079304,23.000000000074344
Errekalde,tourism_hostel,N11907017769,"(43.2554201, -2.9352735)",425.16799999999995,6.000000000074337,22.500000000079297
Ibaiondo,building_train_station,W489794666,"(43.255969018795504, -2.9327365417066513)",570.8449999999999,1.4210854715202004e-14,30.500000000059487
Ibaiondo,tourism_hostel,N5056090690,"(43.2556034, -2.9315688)",613.0999999999999,5.500000000163546,31.500000000138776
Errekalde,tourism_museum,N3922519111,"(43.2557512, -2.9372361)",628.4250000000001,1.5000000001238831,30.000000000109026
Ibaiondo,amenity_place_of_worship,W53661749,"(43.251866677604006, -2.9290643617025647)",633.1680000000001,8.500000000099142,14.000000000123926
Errekalde,amenity_police,N1773085424,"(43.2571384, -2.9349085)",659.1549999999999,1.500000000084242,34.50000000015858
Ibaiondo,amenity_place_of_worship,N1048012605,"(43.2484729, -2.9338091)",697.433,19.000000000004988,2.0000000000347313
Ibaiondo,amenity_place_of_worship,N4757644648,"(43.2483414, -2.9337821)",711.192,23.999999999980176,2.000000000034717
Ibaiondo,building_train_station,W53663165,"(43.25037057733663, -2.9304763387603403)",737.0760000000001,17.000000000094204,14.500000000104123
Errekalde,leisure_stadium,R2324913,"(43.25542663892338, -2.9375648102488108)",740.721,1.500000000084242,32.500000000109026
Ibaiondo,railway_subway_entrance,N4904749312,"(43.2502989, -2.9305713)",744.0830000000001,17.000000000094204,14.500000000104123
Ibaiondo,amenity_school,W53764581,"(43.24903243466212, -2.9317237114605668)",747.249,13.4999999999703,5.000000000005002
