territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",243.196,1.5000000000396447,1.499999999995051
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",389.905,1.9999999999950404,4.999999999930626
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",391.60699999999997,17.50000000002974,1.9999999999801865
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",465.5870000000001,14.000000000059465,6.000000000054509
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",522.6320000000001,12.500000000104055,10.500000000069374
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",611.446,3.999999999970264,2.999999999930626
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",628.2710000000002,16.50000000013379,6.0000000000842455
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",716.1870000000001,21.000000000163528,6.000000000084253
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",890.1720000000001,18.50000000010902,6.000000000054513
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",978.2370000000001,22.500000000242803,11.00000000016848
