territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",214.839,7.00000000000496,5.4999999999900915
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",273.318,3.000000000059469,4.50000000002478
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",307.61300000000006,17.000000000019828,0.0
Ibaiondo,N/A,W41525574,"(43.25771234249542, -2.9221397271902023)",372.755,3.000000000059469,0.5000000000495568
Ibaiondo,N/A,W420558992,"(43.256988569906525, -2.92040166742721)",488.4789999999999,24.500000000004956,8.500000000004952
Ibaiondo,N/A,W375390416,"(43.25296603590128, -2.923187807157419)",521.849,14.50000000012886,10.000000000109033
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",603.428,3.500000000069381,1.0000000000247837
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",790.6719999999999,20.50000000006442,17.000000000059465
Ibaiondo,N/A,W376396126,"(43.25272399169551, -2.925878746109151)",807.736,31.000000000034706,19.000000000054534
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",896.3109999999999,24.500000000094158,12.500000000074337
