territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",259.036,5.500000000109001,4.500000000109004
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",309.433,5.000000000079272,3.552713678800501e-15
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",331.41700000000003,8.00000000018332,4.5000000001387335
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",366.929,5.500000000108997,10.500000000079275
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",368.694,8.500000000168455,0.5000000000941398
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",392.46,6.000000000143679,0.5000000000941327
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",501.682,10.000000000247724,5.50000000017836
Uribarri,N/A,W248634544,"(43.26459250062579, -2.9231745754982787)",559.044,14.500000000069365,20.000000000069363
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",719.345,13.500000000128821,23.500000000069363
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",740.7960000000002,17.000000000163507,23.00000000009414
