territory,building_type,osmid,coord,distance,rise,fall
Ibaiondo,amenity_place_of_worship,W301583287,"(43.25418140212627, -2.9324946957341824)",1.969,0.0,0.0
Ibaiondo,amenity_library,N11229801356,"(43.2538282, -2.9319814)",61.599,11.000000000054513,0.0
Ibaiondo,tourism_hostel,N5056090690,"(43.2556034, -2.9315688)",192.96800000000002,1.000000000084242,8.500000000064432
Ibaiondo,building_train_station,W489794666,"(43.255969018795504, -2.9327365417066513)",270.31,7.105427357601002e-15,12.00000000006444
Ibaiondo,amenity_arts_centre,N4739465025,"(43.2565748, -2.9301923)",365.517,4.00000000000496,17.00000000001984
Abando,amenity_place_of_worship,W203275368,"(43.25756029703332, -2.9330188676365134)",387.684,3.5000000000693774,17.00000000014372
Errekalde,amenity_place_of_worship,W146669294,"(43.25265959697768, -2.9348678024342023)",420.13200000000006,23.000000000074344,4.500000000079304
Ibaiondo,amenity_theatre,W314579101,"(43.25253967996139, -2.928209723690653)",433.17,12.000000000039655,18.00000000012392
Errekalde,amenity_school,W146669288,"(43.25526346281122, -2.933798192832977)",461.543,18.00000000009417,12.000000000064446
Ibaiondo,amenity_place_of_worship,W53661749,"(43.251866677604006, -2.9290643617025647)",464.237,20.00000000010904,7.000000000138783
Ibaiondo,amenity_school,W165645783,"(43.25405003153166, -2.927189817999719)",496.7459999999999,11.000000000054527,26.000000000094182
Ibaiondo,tourism_hostel,N4267974389,"(43.255786, -2.9280257)",502.55300000000005,11.000000000054527,26.50000000007931
Ibaiondo,tourism_museum,W404432093,"(43.25599232855878, -2.9282142750288136)",502.55300000000005,11.000000000054527,26.50000000007931
Ibaiondo,amenity_school,W302250302,"(43.251633315829835, -2.933294527060253)",504.68600000000004,27.500000000029736,5.000000000104102
Errekalde,amenity_police,N1773085424,"(43.2571384, -2.9349085)",539.279,5.500000000118938,20.000000000198234
Ibaiondo,amenity_place_of_worship,N11668868453,"(43.2558175, -2.9279267)",540.5050000000001,11.000000000054527,26.50000000007931
Errekalde,tourism_hostel,N11907017769,"(43.2554201, -2.9352735)",553.758,18.00000000009417,16.000000000104087
Abando,tourism_hostel,N12038252591,"(43.2585706, -2.93319)",556.1669999999999,7.00000000012389,20.00000000013381
Errekalde,amenity_library,N10571583809,"(43.251039, -2.9352232)",560.692,27.500000000029736,7.500000000084263
Ibaiondo,amenity_theatre,W51983636,"(43.257134045213036, -2.9276101063578492)",593.2919999999999,4.000000000004967,31.000000000049575
Ibaiondo,amenity_theatre,N4739625417,"(43.2570118, -2.9282729)",593.2919999999999,4.000000000004967,31.000000000049575
Ibaiondo,building_train_station,W53663165,"(43.25037057733663, -2.9304763387603403)",648.4970000000001,32.00000000017351,11.000000000188386
Errekalde,tourism_museum,N3922519111,"(43.2557512, -2.9372361)",673.3580000000001,7.5000000000693845,17.500000000059487
Ibaiondo,amenity_library,N10303509734,"(43.2563269, -2.9265843)",677.7900000000001,11.000000000054527,36.50000000009419
Ibaiondo,amenity_police,N6462703895,"(43.256351, -2.9267781)",677.7900000000001,11.000000000054527,36.50000000009419
Ibaiondo,amenity_library,N10307691910,"(43.2562769, -2.9265364)",768.2999999999998,11.000000000054534,42.000000000084285
Errekalde,leisure_stadium,R2324913,"(43.25542663892338, -2.9375648102488108)",785.654,7.500000000029743,20.000000000059487
