territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",101.14399999999999,0.4999999999801794,0.0
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",175.824,5.000000000009916,7.105427357601002e-15
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",257.168,1.5000000000792753,7.431921744682768e-11
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",263.828,0.5000000000099156,2.5000000000743263
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",336.414,0.5000000000099121,8.500000000044597
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",372.576,2.500000000059458,7.431921744682768e-11
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",585.307,5.000000000123862,3.000000000109001
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",724.137,8.500000000029736,21.50000000003469
Ibaiondo,N/A,W404432093,"(43.25599232855877, -2.9282142750288136)",767.0500000000001,10.000000000000014,4.500000000019828
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",972.6109999999999,8.00000000010407,18.000000000128846
