territory,building_type,osmid,coord,distance,rise,fall
Uribarri,railway_subway_entrance,N4060532221,"(43.2670957, -2.9213161)",66.33,0.0,7.105427357601002e-15
Uribarri,railway_subway_entrance,N4060532223,"(43.2681579, -2.9203559)",95.79200000000002,15.500000000039627,0.0
Uribarri,railway_subway_entrance,N5302324517,"(43.2668121, -2.9208691)",120.983,6.5,6.5
Uribarri,amenity_school,W123440601,"(43.26650910693881, -2.92105747075796)",152.512,6.5,9.499999999930658
Uribarri,railway_subway_entrance,N4060532213,"(43.2677621, -2.9195766)",165.224,30.000000000004945,9.000000000039627
Uribarri,railway_subway_entrance,N4060532222,"(43.2665934, -2.9180824)",286.562,18.000000000004945,7.105427357601002e-15
Uribarri,railway_subway_entrance,N4508853267,"(43.2655628, -2.9205809)",294.222,6.500000000000007,19.000000000049553
Uribarri,amenity_school,W248855598,"(43.26587076133516, -2.923202179569874)",313.034,0.0,16.999999999970285
Uribarri,building_public,W248634544,"(43.26459250062578, -2.923174575498278)",423.32899999999995,0.0,28.500000000024777
Uribarri,amenity_school,W183189348,"(43.2669778943415, -2.9257094413631584)",433.2940000000001,7.105427357601002e-15,29.999999999995055
Uribarri,railway_subway_entrance,N4523538788,"(43.2689464, -2.925084)",492.537,10.500000000014868,30.000000000044587
Uribarri,building_train_station,W418596671,"(43.268996949414166, -2.9252006282899092)",511.602,10.500000000014868,30.000000000044587
Uribarri,amenity_townhall,W28210378,"(43.26421680000001, -2.92346335)",540.0459999999999,0.0,40.00000000000496
Uribarri,amenity_school,W476184022,"(43.26663423116968, -2.9156067047203797)",546.617,36.000000000074294,12.000000000084192
Uribarri,railway_subway_entrance,N5316602475,"(43.268795, -2.9260197)",566.701,4.0000000000148646,29.50000000003963
Uribarri,amenity_police,N3999132003,"(43.2643109, -2.9237538)",578.029,0.0,40.00000000000496
Uribarri,amenity_arts_centre,N5763866180,"(43.2671383, -2.9268465)",580.696,0.49999999995542765,31.999999999925713
Uribarri,building_train_station,W123440604,"(43.26872494896904, -2.9260301349397224)",587.759,4.0000000000148646,29.50000000003963
Uribarri,railway_subway_entrance,N5316602476,"(43.2686847, -2.9260049)",587.759,4.0000000000148646,29.50000000003963
