territory,building_type,osmid,coord,distance,rise,fall
Uribarri,amenity_place_of_worship,N620032721,"(43.2631793, -2.9120957)",365.496,28.50000000000007,8.526512829121202e-14
Uribarri,tourism_hostel,N5552087740,"(43.2595488, -2.9125486)",384.94199999999995,10.499999999970271,7.999999999990095
Uribarri,railway_subway_entrance,N4060532214,"(43.2641221, -2.9131204)",414.1860000000001,16.50000000003469,9.000000000014879
Uribarri,amenity_place_of_worship,N6178510177,"(43.2644773, -2.9159313)",432.531,2.842170943040401e-14,34.5000000000793
Uribarri,railway_subway_entrance,N4952944853,"(43.2648405, -2.9135495)",450.692,7.500000000054499,24.50000000016348
Uribarri,railway_subway_entrance,N4060532227,"(43.2648784, -2.9149249)",451.708,5.9999999999604015,33.50000000005452
Uribarri,railway_subway_entrance,N4060532226,"(43.2648881, -2.9134062)",471.081,7.500000000054499,24.50000000016348
Otxarkoaga-Txurdinaga,amenity_school,W302866212,"(43.26113539778884, -2.9098367963201803)",475.346,35.499999999920746,2.842170943040401e-14
Uribarri,amenity_place_of_worship,N610953374,"(43.2654928, -2.9109833)",623.7099999999999,46.00000000007434,25.000000000188265
Begona,amenity_place_of_worship,W28463782,"(43.258742002354, -2.9137569131998373)",662.2090000000001,17.499999999955463,23.499999999930694
Uribarri,amenity_school,W185282106,"(43.26352870570346, -2.908070959437656)",726.0369999999999,90.0000000001239,8.000000000114
Otxarkoaga-Txurdinaga,amenity_school,W386846757,"(43.259803308053115, -2.90955434034172)",859.215,52.99999999997034,41.99999999998023
