territory,building_type,osmid,coord,distance,rise,fall
Abando,N/A,W44113519,"(43.25993749738077, -2.9264652360563534)",100.87299999999999,0.0,4.500000000014868
Abando,N/A,W110895854,"(43.26092919682561, -2.9269453237882157)",116.101,2.999999999980183,1.5000000000247766
Abando,N/A,W28776478,"(43.259963913422865, -2.9284384320288925)",145.835,4.000000000029736,2.9739766205238993e-11
Abando,N/A,W44016098,"(43.261229928011566, -2.929048100639934)",233.751,8.500000000059472,2.9746871632596594e-11
Abando,N/A,N3207631929,"(43.2618877, -2.9308223)",465.80699999999996,7.500000000029733,1.5000000000247766
Abando,N/A,W108504682,"(43.26150873360247, -2.9323193974511943)",495.80099999999993,10.000000000138748,5.000000000113975
Ibaiondo,N/A,W108497734,"(43.25874273518262, -2.9247747311690637)",524.579,8.00000000001982,17.500000000004952
Ibaiondo,N/A,W485363913,"(43.25997684824978, -2.9220146785419328)",546.0300000000001,11.500000000054506,17.00000000002973
Abando,N/A,W41688628,"(43.26399354682828, -2.9308926528671213)",609.6909999999999,12.500000000168455,7.000000000133777
Ibaiondo,N/A,N5056088727,"(43.2562779, -2.9264049)",773.0529999999999,7.500000000094154,14.00000000009911
